county,lat,lon,forest_kdry_metric,mill_kdry_metric,pulpwood_kdry_metric,Jesup -- Rayonier Advanced Materials Inc.,Oglethorpe -- International Paper Co.,Valdosta -- Packaging Corporation of America,"Conyers -- Pratt Industries USA, Inc.","Austell -- Sweetwater Paperboard Co., Inc.",Macon -- Irving Tissue Co.,Hawkinsville -- Hollingsworth & Vose Co.,Dublin -- Smurfit Westrock Paper USA,Rome -- International Paper Co.,Macon -- Graphic Packaging International Inc.,"Brunswick -- GP Cellulose, L.L.C.",Rincon -- Georgia-Pacific LLC,Port Wentworth -- International Paper Co.,Augusta -- Clearwater Paper Corp.,Albany -- Procter & Gamble Paper Products Co.,Austell -- Austell Boxboard Corp.
Schley,32.247895,-84.317552,18.33508856,0.0,35.008153122945835,164.31,18.68,133.02,122.22,99.69,69.99,54.87,104.19,161.92,72.13,203.9,208.84,213.06,194.32,48.89,99.13
Screven,32.762338,-81.627204,65.63859713,1.85476894,111.5807805908969,97.13,184.61,189.11,182.98,222.18,157.02,139.94,102.33,252.76,152.93,127.89,42.04,57.71,62.42,211.08,221.08
Seminole,30.951849,-84.878909,6.380688002,0.0,14.077723324333567,205.16,133.57,105.12,246.87,218.77,174.58,142.12,184.48,246.75,176.72,225.18,289.12,286.34,298.91,72.49,218.99
Spalding,33.25913,-84.277086,8.028957747,0.0,10.55311665600908,204.52,77.47,196.75,38.36,20.34,52.4,97.03,107.83,82.58,56.0,277.41,212.47,216.69,151.12,126.99,19.79
Stephens,34.55119,-83.297646,5.958800412,0.0,7.77767588828638,250.58,208.0,317.35,108.36,115.88,173.01,217.63,175.45,141.16,176.6,319.01,229.67,245.34,131.04,273.09,116.89
Stewart,32.073274,-84.848315,43.88127111,0.0,113.76308816132678,203.72,58.09,140.04,162.37,134.27,109.92,94.28,148.81,162.25,112.06,234.14,253.45,257.67,234.24,59.29,134.49
Sumter,32.048507,-84.186246,22.17907578,0.0,63.1567503689904,153.23,22.14,114.37,131.43,116.26,73.78,52.52,94.87,185.42,75.92,199.33,199.52,203.74,198.1,37.77,115.71
Talbot,32.698469,-84.505404,31.15021699,0.0,75.91987617301066,190.77,50.01,169.39,103.71,68.06,55.0,81.33,110.82,115.87,59.9,230.37,215.46,219.68,189.95,89.94,68.27
Taliaferro,33.582038,-82.904366,18.04289592,0.0,25.178100717900517,173.09,138.27,233.02,73.58,100.04,87.72,112.88,95.31,143.36,84.62,234.91,146.81,162.48,61.1,188.75,101.18
Tattnall,32.025279,-82.058069,35.90523883,0.0,91.90954706382212,39.94,136.23,129.51,199.55,194.28,129.11,98.43,74.42,253.54,125.03,79.3,67.25,67.4,110.89,154.46,193.18
Taylor,32.557755,-84.262834,28.47913515,0.0,44.44489482706989,168.08,27.32,146.7,99.94,77.41,49.24,58.65,88.13,139.65,51.38,207.68,192.78,197.0,173.57,71.38,76.86
Telfair,31.918233,-82.933938,69.64935468,0.0,69.59766792419471,70.28,87.34,92.03,166.08,160.81,95.64,49.54,45.61,220.07,91.56,109.88,132.4,136.62,136.01,94.26,159.71
Terrell,31.7616,-84.441023,7.135702775,0.0,18.155980133628155,173.96,48.14,100.67,186.58,139.52,99.77,80.68,123.04,186.46,101.91,194.77,227.68,231.9,224.1,19.92,138.96
Thomas,30.866862,-83.946058,27.98158069,333.7682625,11.486540396544523,144.38,115.91,44.34,216.05,210.78,145.59,113.14,153.76,270.04,147.73,164.4,235.51,225.56,269.92,61.36,209.67
Tift,31.458746,-83.517924,15.72602875,0.0,5.818537290392597,111.94,73.51,48.13,172.25,166.97,101.79,69.34,102.42,226.24,103.93,132.75,203.86,193.91,226.12,44.61,165.87
Toombs,32.129684,-82.329993,38.8478393,8.894101607,59.5299350179245,62.88,118.76,121.49,175.36,170.09,104.92,80.96,50.23,229.35,100.84,102.47,84.43,88.65,103.91,136.99,168.99
Towns,34.897165,-83.718277,0.667246717,0.0,0.18709655551263832,333.91,216.79,326.14,117.15,124.66,181.79,226.42,202.73,125.07,185.39,366.49,277.15,292.82,178.52,281.87,125.68
Treutlen,32.396098,-82.566619,15.56339322,0.0,61.50315280148798,81.3,97.93,130.92,149.57,144.29,79.13,60.13,24.44,203.56,75.04,120.9,88.21,92.43,91.82,128.06,143.19
Troup,33.023762,-85.025402,41.0999279,0.0,35.33135717973673,234.55,93.78,206.43,87.47,59.37,89.93,125.11,168.87,80.59,96.1,274.14,273.51,277.73,209.99,125.68,59.59
Turner,31.703159,-83.621441,7.531541114,0.0,1.1559728927969384,118.05,55.92,67.13,154.67,149.39,84.21,46.93,81.56,208.66,86.35,152.09,179.38,183.6,208.54,42.4,148.29
Twiggs,32.646791,-83.435164,45.59997031,0.0,70.14260025017214,135.8,59.77,154.52,105.1,99.82,34.66,31.76,39.11,159.09,30.57,208.69,143.75,147.97,129.75,110.26,98.72
Union,34.818027,-83.990397,2.078978244,0.0,0.0,346.59,229.47,338.82,129.83,125.67,194.47,239.1,249.89,105.61,198.07,382.47,293.13,308.8,194.5,294.55,126.68
Upson,32.864106,-84.290497,26.12091997,0.0,63.35518533857476,184.29,53.0,172.99,72.07,51.31,44.04,74.85,103.69,113.55,50.21,223.89,208.34,212.56,172.18,97.06,50.76
Walker,34.741861,-85.320969,9.291863982,0.0,12.716343478200935,339.35,222.23,331.59,129.32,124.9,187.24,231.86,242.66,65.08,190.84,412.24,347.31,351.53,251.84,287.32,125.91
Walton,33.762884,-83.740416,6.255541341,0.0,4.625883429385628,220.51,121.18,230.53,20.79,48.81,86.19,130.81,119.1,92.13,77.08,293.41,205.43,232.69,119.71,186.27,49.94
Ware,31.172723,-82.482934,75.37881144,0.0,110.0392348402362,49.13,144.3,56.68,243.04,237.77,172.58,105.83,112.83,297.03,158.77,69.17,140.29,130.33,182.12,114.46,236.67
Warren,33.412046,-82.694643,21.98336184,114.148295,65.7504938053967,151.82,133.9,228.65,87.03,113.49,83.35,111.12,73.33,156.81,80.25,213.64,125.54,141.21,47.94,184.38,114.63
Washington,32.961998,-82.774803,65.66478421,0.0,129.55477882997675,127.09,117.75,172.79,106.21,132.8,67.2,69.12,39.29,176.0,63.54,195.73,113.87,135.02,62.99,168.23,131.7
Wayne,31.56753,-81.913155,51.34734454,0.0,220.2717531194955,2.95,149.35,104.17,228.42,223.15,157.98,111.55,103.29,282.41,153.9,43.66,77.65,67.7,152.23,156.46,222.04
Webster,32.050618,-84.54731,20.84766967,0.0,39.18748615514886,184.03,38.4,126.27,142.88,113.06,90.65,74.59,123.91,168.4,92.79,220.38,228.55,232.77,214.98,45.53,119.79
Wheeler,32.112996,-82.756732,26.57436988,0.0,37.089741348221395,76.17,87.16,110.97,157.41,152.14,86.97,49.36,36.94,211.4,82.89,115.76,116.85,121.07,120.46,104.11,151.04
White,34.632261,-83.759604,3.211086923,8.401675102,0.03451623900926873,311.19,194.07,303.43,94.44,101.95,159.08,203.7,214.5,101.31,162.68,347.51,258.17,273.84,159.54,259.16,102.96
Whitfield,34.796929,-84.974503,10.09070765,0.0,8.56663784357378,324.67,207.55,316.91,114.64,110.22,172.56,217.18,227.98,67.46,176.16,397.56,332.63,336.85,237.16,272.64,111.23
Wilcox,31.960784,-83.437971,58.03056219,0.0,16.544694507826748,104.88,51.63,90.71,150.37,145.09,79.91,26.63,58.6,204.36,82.05,144.48,156.41,160.63,158.98,59.81,143.99
Wilkes,33.789843,-82.738598,41.95583184,0.0,33.35325168586307,178.21,154.1,248.85,89.43,115.89,103.55,135.02,119.28,162.49,100.46,246.64,157.29,172.96,58.67,204.59,117.03
Wilkinson,32.792499,-83.162356,53.42714974,0.0,53.61817556527461,128.2,86.32,164.13,97.8,101.37,35.77,48.71,26.79,160.63,32.11,201.09,136.15,140.37,106.63,119.86,100.26
Worth,31.524179,-83.87128,16.44134943,0.0,6.5096636856575705,135.52,68.97,69.98,167.71,162.44,97.25,64.8,102.94,221.7,99.39,156.34,200.76,204.98,221.58,22.26,161.33
